INOUTVAR_SENTIMENT,INOUTVAR_VALUE,LTHANDSTH_SENTIMENT,LTHANDSTH_VALUE,CONCENTRATION_SENTIMENT,CONCENTRATION_VALUE,LARGESURPLUS_SENTIMENT,LARGESURPLUS_VALUE,FETCHED_AT
bullish,0.008942968239575987,bearish,0.0017316761109289242,bearish,-0.007919304457653962,bearish,0.00390876452666109,2026-01-02 04:32:09.831092-08:00
